X,Y
0.9566984505769617,0.40643653052879747
0.8546245693858555,0.6227446980307249
0.8608575634294138,0.35483789739523197
0.655089331586187,0.5554349270903094
0.5529244364940293,0.1885543597255288
0.49385554975349133,0.5710272378945893
0.6097274149805921,0.028444609343231453
0.2592059290019788,0.8913780049830774
0.4023920472322351,0.7044603239028893
0.6408535118278895,0.7936930260727327
0.7167456065932898,0.9941873608008587
0.681876144638489,0.7832314364492484
0.7239386211983045,0.6019069002458742
0.7927525057601302,0.11496902725753977
0.15518640544569762,0.2780745696651643
0.5165724468188785,0.7074073283008632
0.46457258912108157,0.12757479312346198
0.8019193773624104,0.6984129382659824
0.9661623189935509,0.6004239556524854
0.5154778823268868,0.8621289387582809
0.1756965385478414,0.35630455626310464
0.8884118805352721,0.5842426533376599
0.5173211677852941,0.4841690546296351
0.09175859231320194,0.020882532067946435
0.9916891064616824,0.05068796941403786
0.8264445523975427,0.37721389659975013
0.9235451296240972,0.985099701415705
0.2586959972456242,0.1687032261796596
0.9520053933461666,0.35171728592884755
0.9697403765781573,0.9672790191522134
0.1449586952112062,0.10721628041776177
0.29048634198198164,0.5352014479296519
0.7281775664725718,0.4587790650030299
0.2647882357852155,0.7946320753483841
0.3440917234262907,0.6980366914306223
0.4791023448397034,0.2892073696973776
0.02137562478579802,0.2981102347516793
0.49258163928047993,0.6024494209983949
0.5563037896097075,0.029653194328576604
0.3588684771571353,0.380903376188371
0.1719125779727737,0.016855017847841935
0.45596438352786905,0.4453205929000038
0.002485293456707227,0.7252646720527345
0.6029988668015713,0.6328901981133453
0.8109645381211064,0.8206248829552398
0.0018489010262956462,0.8751672491552842
0.8570279460958639,0.32486327101821644
0.5280784983271462,0.004113782022437618
0.7051143478129572,0.05351587322365181
0.6997599297295611,0.5610835483370356
0.18462961195025707,0.0036112918061932398
0.18484549985918797,0.2840470951362346
0.9621295475563878,0.2547501273006658
0.03265657047980641,0.20919216912129945
0.05047422087746645,0.1483675610053644
0.38190767797090297,0.0144658719818348
0.11376525155963302,0.27404388966745963
0.4850940468266183,0.7589013848635355
0.1320503775875519,0.7990406968864633
0.24495248810071857,0.42796631989542766
0.40661306034090117,0.9961328719128352
0.20221107836126384,0.8468120317708321
0.940569742475509,0.605881540449469
0.4040522765398957,0.09478573004148738
0.809075338781757,0.7379241562374952
0.8658695238722266,0.3984282847054793
0.054439552682390646,0.05045577222807629
0.1226684763484992,0.9458832412474448
0.8064175018115548,0.9702217572609676
0.07365970728537274,0.4932383947819202
0.20115333091729348,0.11984619796305729
0.5633488558948189,0.9359888498274882
0.9118540810214179,0.33558895335025474
0.9574518139618363,0.09683922334951545
0.3987811597422122,0.018216523768271875
0.06899379258114469,0.3834031770195798
0.30686274201912533,0.7181294738500281
0.319589840166863,0.6667933413664677
0.5410297355577404,0.22919569550189067
0.9034099294341571,0.4021473885610245
0.3022990054736019,0.326547136443445
0.23516231530266318,0.4250628901027951
0.9141068613845929,0.5868722865680444
0.7168402909804941,0.22253881611680515
0.4005263889559705,0.5713388101453136
0.07296680006848055,0.24891138391965562
0.7774594733119716,0.9087340070574808
0.990639712598685,0.8080137542488705
0.35466752939814195,0.9976058256886015
0.2763682918603343,0.08682335120820528
0.1899296715901947,0.027546082971513397
0.5833694560006851,0.054513117709684256
0.3301518838670622,0.6329730429435516
0.181275795382016,0.8638548279983299
0.17133309967336297,0.7625212615641197
0.3610191965430539,0.20245782668589485
0.7956907953067154,0.19442096075332205
0.6760374868294825,0.5681273513780367
0.9628934154425193,0.678637165551309
0.5022573801621059,0.18696577867774267
0.8147271587316639,0.6099056899706699
0.7183794956813757,0.2666111387151924
0.17115054955071984,0.21509629152721066
0.6281131278901614,0.23911551098301898
0.06380517225913407,0.6683027169611776
0.3207690230216428,0.17106259505589883
0.3740500818877127,0.6289963527175129
0.8305794376115837,0.09680965344075154
0.49059090778521974,0.5112245780427632
0.5029699103790591,0.9804718725420996
0.034967387276712225,0.9537540011616588
0.13652765627516328,0.33069456168545897
0.5395191626634397,0.619615587297498
0.2892860922344801,0.2824698182017247
0.7101425222597518,0.2807440948437243
0.7817943416630079,0.8245061451419631
0.17065240898190015,0.4204044548536573
0.6735945289173826,0.30064833382747835
0.02790078582932054,0.7628843011457804
0.9980836858215428,0.7036110523200475
0.9214735457106329,0.5712128703739662
0.9093906421371472,0.45784163913298637
0.30759786310290504,0.9716926164325663
0.205118206037172,0.47166769350259874
0.7146879205187722,0.21385977499439157
0.46009232701987446,0.18468372615239304
0.2292371000129323,0.31744286540479216
0.376518720977439,0.5489730020539294
0.5841350616183859,0.2082784893541142
0.6302899792707789,0.6245706094185784
0.1350502960463703,0.7190170453662552
0.5135104415192754,0.15900084502514567
0.4998574732752229,0.8260280878611485
0.019624404840050236,0.08001603792975875
0.11560306346717975,0.5320784136172165
0.4656306362185192,0.7032860847515646
0.6594820680156784,0.21771246656701726
0.8192558785642381,0.1693063267594792
0.0853291695364089,0.6550460902792457
0.745915915504112,0.4248786139066727
0.8222452033147091,0.5837309430879396
0.7205740453445061,0.9251260520970217
0.4669678912410632,0.9245701539112583
0.3400479339449628,0.6447714318164804
0.8518213769639026,0.3351441635805983
0.7493549605324205,0.9208320164123239
0.9401654927288838,0.14516644751029129
0.1061510797565417,0.013035685249611184
0.522274777806988,0.923290357894347
0.1390268825255787,0.9262941467326378
0.7739439542082972,0.10783722327885747
0.7315189991764254,0.6696303658550599
0.15190293705679292,0.034382295485932746
0.19206367518461986,0.49773553394425085
0.8640293529176486,0.8132729618236239
0.16504633742305685,0.5591371162672052
0.8367201761607579,0.2340676477432051
0.9921836706684517,0.3392672335568322
0.1966295811559794,0.06179013072883821
0.591176747531673,0.905029680200724
0.41793682106076413,0.8920309486672022
0.9850691052885284,0.15169999473814366
0.2502882491788738,0.15643241762605087
0.16115866241412846,0.7247059094092868
0.7261509552426695,0.658759486949756
0.8959275111328205,0.5814639910562336
0.5307192670511519,0.6343625250169763
0.1404265829379533,0.5454063882028433
0.4696254897836344,0.236021570552698
0.9192812195846295,0.8621060677333222
0.6916826950844985,0.616237442313581
0.1733948272314535,0.6104619015256961
0.6250402177765716,0.7054611923980276
0.9985797208414428,0.6009223362448528
0.5241078262610182,0.07202123340665423
0.6755603603193563,0.7027611032258488
0.6671268771372445,0.8544324822221471
0.47671296070150315,0.3658647220678406
0.9127138749880008,0.871045639704883
0.10314235576257025,0.17326679001273793
0.9236112979673178,0.6230950560076153
0.5693364729349526,0.10734393910828721
0.8467042210188932,0.1422737352051312
0.35971006453904664,0.7380102852376033
0.6950184320902061,0.02778504847026242
0.8667071043120804,0.31306932151452815
0.31053602360528054,0.033337787393652896
0.4146338036120135,0.9278670490824068
0.5468585119512207,0.39550397505631074
0.8277240652631398,0.39013694922637654
0.7565079156238962,0.3620370766375043
0.45955544928382475,0.9384469971258994
0.9277298060595555,0.8619573629098658
0.2063948276267853,0.7862742599461982
0.44093668812236053,0.7117222372402048
0.21694105109983208,0.4427497768258717
0.3774979519368118,0.8265734905242146
0.8233180472410202,0.36429533980311246
0.7925152846417359,0.11495991980576148
0.98468132743804,0.8692208793049923
0.8122537811949042,0.021412289459111444
0.7112970908508348,0.36267529053105796
0.6730042211818534,0.8557295432435078
0.8944020117399754,0.8789484572506888
0.41889743838114435,0.5059032291042145
0.5759259785660025,0.7873193499836915
0.6141347689838663,0.2099194277280111
0.911099378224181,0.30662808603969494
0.2557067560514704,0.1801561307513303
0.4292178897643325,0.4425002392925599
0.4338248680198489,0.06667605629229945
0.7273676334765378,0.8876499252432015
0.4501704434444781,0.6405886522780856
0.9861582700020304,0.950823347961331
0.14896063174030316,0.34370915366439236
0.9858188985747396,0.8807903217354941
0.7680375399625212,0.6862413761424756
0.9144174405400202,0.5747166117056881
0.10421409882645816,0.13080453530440816
0.020261326619923303,0.1997536667105686
0.8188990818572004,0.37413840354811645
0.6193584757277257,0.12069565965189377
0.8383038360704674,0.15172659525540422
0.11743740328136654,0.6635801111771087
0.5662941564753065,0.5956679657037915
0.8719298696747336,0.5749861638626755
0.30175067744027384,0.8837466805104602
0.6805821293965872,0.7890832201931218
0.5544073094569213,0.9108701254818363
0.9711368353709915,0.35004977554019423
0.7005465404682237,0.2792671284977729
0.8178727086060509,0.38617210774938315
0.7553208547831545,0.23108227061882025
0.3218102718679948,0.7442015303213694
0.6544256889118859,0.561823499524931
0.6335554641054019,0.38286410776927005
0.6406748489955482,0.554902799054012
0.46622929364520704,0.6270031748826475
0.5191680834415648,0.7214924575765223
0.5338020604828454,0.7899830753954599
0.547940185156068,0.5993742201975709
0.14475853246472092,0.7725186404505495
0.6413951204207122,0.7531290585328144
0.5269231384079602,0.45072089557939865
0.43190594927835935,0.6849364760288921
0.530085873828637,0.9412552052710483
0.2690008066478994,0.431502264894956
0.38396242956940596,0.7559795284197274
0.12809217034158726,0.3050763403774036
0.7024079297296824,0.6942560432898512
0.37116444500125967,0.9479683535016414
0.45108025597545676,0.8584231814285601
0.892980551532005,0.12324691304687363
0.08158287262217101,0.19276795744378117
0.41165890782852954,0.6373886723296737
0.02154260750209991,0.15925484668840217
0.24930323016485267,0.21522100286474077
0.8586943431298837,0.6320913666150609
0.8934480743180895,0.5551836260940186
0.9015574843290527,0.4740144154699206
0.09087971317231791,0.2566079895103358
0.16293930604188467,0.9358087947484729
0.45422515043904643,0.6417011667188068
0.548565636466394,0.831030539128217
0.5670969493832376,0.8655627087882085
0.16615205837031755,0.6470224664863437
0.48538797686960866,0.6047012329422425
0.0034809186352144916,0.06650320955244649
0.9594775956703896,0.9827671264715216
0.21170294353769947,0.3276335001991415
0.6223255293328882,0.41485537078207557
0.759814411737399,0.7682716707366023
0.4763430957509298,0.042979070825959864
0.003172105841661832,0.5524274120586057
0.4702255091550045,0.1856243198851557
0.0967388835384968,0.2670965281715795
0.33554242413753244,0.14615516132392092
0.6247176487981563,0.006265051718513104
0.2593349855832793,0.4698769890356108
0.9119301676316601,0.720274173161072
0.4124949067783805,0.02871527821562969
0.5987737728899413,0.47489067579822175
0.45744380703572096,0.33141923572898346
0.8894016595477063,0.4212716417026824
0.3772927168500304,0.12471692368782528
0.4577022031955269,0.40053943198817443
0.8623793555214107,0.9331013217225959
0.3371322419421293,0.7854131186958345
0.597576875023833,0.3828140306325132
0.7706170293867751,0.3345756191229149
0.2518180192304006,0.06941937354470151
0.7085651314283056,0.017221215395894163
0.006382069751735164,0.4033196288148583
0.813318429546823,0.7995851203308938
0.019147827852847077,0.8698913181571856
0.8566892024608058,0.3875946591460122
0.7798694106172294,0.7784725445687826
0.2447829909268926,0.31929418793147646
0.13783180012778595,0.2952983109173466
0.7742040823291289,0.2605100270656825
0.4574680132536706,0.47042456153974266
0.6675904427666479,0.13824356881779076
0.07615229783499167,0.5378648856470953
0.8752379071606978,0.2800631657985273
0.49020006789926596,0.6256022768477859
0.7405456790154219,0.750186696439051
0.7771677532300206,0.0014145274028674049
0.057807775797642846,0.929175847747035
0.3493805043075824,0.1666829365696626
0.6590030760422159,0.2514926494533122
0.6975567033861828,0.15698840742397824
0.9476493833611331,0.3430093404526393
0.4643561562316433,0.6362554116341832
0.3383357229083137,0.6865857221898449
0.8304690950406419,0.045316354233646106
0.5713745617407537,0.1157982351649618
0.9554680959364592,0.6417743173590853
0.8203503204055286,0.09230894476219798
0.5166144357926997,0.3665404692125427
0.42867121741254255,0.6507549310938265
0.5994916991598276,0.6346243378326875
0.9965456827910248,0.16110716204101871
0.9899297049879848,0.3524306908133604
0.06787667977104084,0.35048565579924007
0.7001557087851074,0.416851904687512
0.07162143800849541,0.2124912453824137
0.1715562271633312,0.41391205256011276
0.24568442672418056,0.0755131729266969
0.40299527784535705,0.19494532722071778
0.33323738979459727,0.7830163322973485
0.626363733052402,0.3583259465506041
0.07326238902829274,0.6766567556429388
0.8918566965099587,0.33828260273607114
0.957589513555133,0.8814899033090754
0.9605951623266569,0.20825838117713857
0.7753898083575335,0.8853417557375931
0.2931852063079776,0.30158734441127577
0.7007178818276689,0.340970848908951
0.037167232694462315,0.38722740329534633
0.5485926715734888,0.4968029944331549
0.0420725218636846,0.4151565100057436
0.3455055313642511,0.9895431480620409
0.5592596671838383,0.9236408432716722
0.18542366263991694,0.17612494979183346
0.10542555955280841,0.2695380044840817
0.5377235494799719,0.0004731681203240523
0.2633218001263917,0.9258388311925002
0.6750065486775306,0.8514596751835404
0.5675393915009572,0.6324094862908486
